10	8788
11	9082
12	8872
13	9096
14	8906
15	8740
16	8847
17	8845
18	8890
19	8811
20	8998
21	8939
22	8742
23	8927
24	8879
25	17278
26	8683
27	8792
28	8859
29	8779
30	8816
31	8924
32	8891
33	8751
34	8676
35	8883
36	8719
37	8795
38	8861
39	8809
40	8774
41	8629
42	8742
43	8674
44	8598
45	8527
46	8497
47	8703
48	8382
49	8424
50	8620
51	8655
52	8588
53	8661
54	8482
55	8692
56	8641
57	8736
58	8671
59	8524
60	8416
61	8689
62	8579
63	8439
64	8504
65	8506
66	8457
67	8573
68	8521
69	8437
70	8276
71	8580
72	8682
73	8608
74	8505
75	8594
76	8588
77	8543
78	8654
79	8617
80	8546
81	8506
82	8540
83	8505
84	8465
85	8419
86	8540
87	8459
88	8406
89	8521
90	8340
91	8491
92	8323
93	8481
94	8410
95	8425
96	8487
97	8354
98	8491
99	8294
100	8476
101	8487
102	8408
103	8402
104	8515
105	8434
106	8203
107	8503
108	8283
109	8464
110	8378
111	8457
112	8312
113	8473
114	8361
115	8267
116	8320
117	8205
118	8265
119	8419
120	8441
121	8209
122	8219
123	8382
124	8346
125	8337
126	8263
127	8264
128	8229
129	8229
130	8353
131	8056
132	8286
133	8103
134	8021
135	8193
136	7748
137	7107
138	5472
139	8299
140	8317
141	8205
142	8322
143	8306
144	8295
145	8366
146	8261
147	8290
148	8313
149	8305
150	8128
151	8302
152	8082
153	8121
154	8083
155	8233
156	8085
157	8193
158	8130
159	8119
160	8001
161	7959
162	8212
163	7902
164	8158
165	8159
166	8187
167	7934
168	8147
169	8230
170	8068
171	8024
172	7593
173	8046
174	7954
175	8001
176	8012
177	8028
178	7982
179	8013
180	8184
181	7963
182	8163
183	7837
184	8119
185	8026
186	7970
187	8134
188	8250
189	8156
190	7920
191	8052
192	8184
193	8114
194	8142
195	8116
196	7974
197	8048
198	7949
199	7964
200	8129
201	8086
202	7920
203	8157
204	8013
205	8053
206	8044
207	8061
208	7966
209	8079
210	8002
211	8116
212	7914
213	7913
214	7948
215	7832
216	8108
217	8100
218	7861
219	8049
220	7949
221	8069
222	7747
223	7659
224	7770
225	7569
226	7917
227	7881
228	7696
229	7845
230	7939
231	7704
232	7905
233	7728
234	7670
235	7862
236	8038
237	7647
238	7797
239	7266
240	7823
241	8015
242	7690
243	7526
244	7801
245	7734
246	7955
247	7960
248	7563
249	7663
250	7732
251	8023
252	7620
253	7729
254	7968
255	7677
256	7714
257	7892
258	7905
259	7800
260	7833
261	7726
262	7696
263	7779
264	7711
265	7760
266	7608
267	7814
268	7750
269	7783
270	7768
271	7726
272	7833
273	7936
274	7786
275	7750
276	7779
277	7860
278	7755
279	7918
280	7853
281	7759
282	7911
283	7925
284	7739
285	7733
286	7665
287	7917
288	7680
289	7637
290	7772
291	7704
292	7673
293	7679
294	7774
295	7967
296	7616
297	7800
298	7903
299	7870
300	7906
301	7881
302	7843
303	7735
304	7672
305	7773
306	7848
307	7741
308	7678
309	7788
310	7865
311	7706
312	7874
313	7771
314	7633
315	7693
316	7793
317	7874
318	7728
319	7723
320	7723
321	7738
322	7913
323	7728
324	7636
325	7738
326	7756
327	7509
328	7765
329	7601
330	7674
331	7720
332	7839
333	7774
334	7892
335	7779
336	7784
337	7767
338	7750
339	7759
340	7779
341	7728
342	7766
343	7723
344	7738
345	7709
346	7723
347	7712
348	7690
349	7694
350	48638
